level_0,index,school_id,username,caption,rating,retrieval_date,relative_date,timestamp,id_review,url_user,n_review_user
2091,2091,maha-bodhi,Jay EQ,I am in this school now and it is AWESOME it has camps example : 2 days 1night camp at the Singapore Zoo and a week or month camp in an another country or somewhere far away,5,2023-12-24 22:40:49.748836,8 years ago,2015-12-26 22:40:49,NA,NA,NA
2092,2092,maha-bodhi,Hay Mar Win,My school,5,2023-12-24 22:40:49.748836,9 years ago,2014-12-26 22:40:49,NA,NA,NA
2093,2093,maha-bodhi,Chik Song Lee,Badness,2,2023-12-24 22:40:49.748836,10 years ago,2013-12-26 22:40:49,NA,NA,NA
2094,2094,maha-bodhi,Tammy Chia,"IT is a sap school, very good school,it has very good records.",5,2023-12-24 22:40:49.748836,10 years ago,2013-12-26 22:40:49,NA,NA,NA
2095,2095,maris-stella-high,Gerrard Lee,The school okay lah but why only sec 4 class got aircon also right why renovate primary school after I go to secondary school also right why keep cleaning and renovate primary school toilet when they always miss (you know what I mean) Some of the teachers are really nice( Paul seah),4,2023-12-24 22:41:21.307482,5 days ago,2023-12-19 22:41:21,NA,NA,NA
2096,2096,maris-stella-high,Shanen Thow,Wery autistic,1,2023-12-24 22:41:21.307482,a month ago,2023-11-24 22:41:21,NA,NA,NA
2097,2097,maris-stella-high,Jace Soh,i have been in this school for 6 years and I have to share my experience. the toilets have been renovated (thank heavens) but there still is the occasional blackout prolly cuz the school can't afford the bills also some of the teachers are biased but the canteen food is good. also there are a lot of bugs and wasps will fly into ur classroom. also there are 2 squirrels they are rlly cute hopefully they don't die .if you ever come here and see the fish pond remember that the big yellow fish is called goldie and the white one with a big forehead is Muhammed Ali One time is saw a black figure rush across the basketball court at 6 am so I think it's haunted but otherwise a pretty good school  i,4,2023-12-24 22:41:21.307482,2 months ago,2023-10-25 22:41:21,NA,NA,NA
2098,2098,maris-stella-high,wenxuan song,Amazing,5,2023-12-24 22:41:21.307482,2 months ago,2023-10-25 22:41:21,NA,NA,NA
2099,2099,maris-stella-high,Nitin R,👎 …,1,2023-12-24 22:41:21.307482,3 months ago,2023-09-25 22:41:21,NA,NA,NA
2100,2100,maris-stella-high,Ronaldo Sewy,Only genuine reviews mostly at least 3yrs old,5,2023-12-24 22:41:21.317928,5 months ago,2023-07-27 22:41:21,NA,NA,NA
2101,2101,maris-stella-high,jsutin lim,"when i was in this school, it was extremely bad, the teachers would often pick sides, there were many bullies, bully or get bullied and the teachers wouldnt do anything. teachers very bad cannot teach then scold me because i didnt understand what they were saying. horrible students, horrible teachers, okayish facillities. bathroom very bad cannot go use toilet pls if you want to go to a primary school pick a different school, my school experience was terrible.",1,2023-12-24 22:41:21.317928,5 months ago,2023-07-27 22:41:21,NA,NA,NA
2102,2102,maris-stella-high,Trench,Egg,1,2023-12-24 22:41:21.318927,5 months ago,2023-07-27 22:41:21,NA,NA,NA
2103,2103,maris-stella-high,jimothy kumar,too many autistic chinese people but that one teacher i forgot his name head look like a egg,1,2023-12-24 22:41:21.319929,6 months ago,2023-06-27 22:41:21,NA,NA,NA
2104,2104,maris-stella-high,Nate Lim,One of the lights in the school hall fell down and crushed my friend Overall 6/10,3,2023-12-24 22:41:21.319929,6 months ago,2023-06-27 22:41:21,NA,NA,NA
2105,2105,maris-stella-high,depressio 7983,Student autism of,1,2023-12-24 22:41:21.320927,6 months ago,2023-06-27 22:41:21,NA,NA,NA
2106,2106,maris-stella-high,fhet soh,School students are immature and rude and have no manners,1,2023-12-24 22:41:27.485638,6 months ago,2023-06-27 22:41:27,NA,NA,NA
2107,2107,maris-stella-high,Wei Cai,Good place for your learning journey.,5,2023-12-24 22:41:27.485638,11 months ago,2023-01-28 22:41:27,NA,NA,NA
2108,2108,maris-stella-high,WT Wan,Good school!,5,2023-12-24 22:41:27.485638,a year ago,2022-12-24 22:41:27,NA,NA,NA
2109,2109,maris-stella-high,Wong Lai Mun,I know a teacher here,3,2023-12-24 22:41:33.656452,a year ago,2022-12-24 22:41:33,NA,NA,NA
2110,2110,maris-stella-high,Png Gerrit (Msh),Good school cause im innit,5,2023-12-24 22:41:33.672079,a year ago,2022-12-24 22:41:33,NA,NA,NA
2111,2111,maris-stella-high,Fiona Xixi,It’s good,5,2023-12-24 22:41:33.672079,a year ago,2022-12-24 22:41:33,NA,NA,NA
2112,2112,maris-stella-high,Om An,if you like peeling dead paint off the hall floor and the railings this school is for you,3,2023-12-24 22:41:33.672079,a year ago,2022-12-24 22:41:33,NA,NA,NA
2113,2113,maris-stella-high,iPhone Charger,School suvks,1,2023-12-24 22:41:33.672079,a year ago,2022-12-24 22:41:33,NA,NA,NA
2114,2114,maris-stella-high,cats_as_a_lobster,this is a school that if there are no schools at all other than this it is still hot garbage it is so run down lights usually go out for no reason other than school is broke and can't pay the electricity bills.,1,2023-12-24 22:41:33.672079,a year ago,2022-12-24 22:41:33,NA,NA,NA
2115,2115,maris-stella-high,luo juncheng,Old structure but people r nice no change,5,2023-12-24 22:41:39.983118,a year ago,2022-12-24 22:41:39,NA,NA,NA
2116,2116,maris-stella-high,hi there,Good school,5,2023-12-24 22:41:39.983118,a year ago,2022-12-24 22:41:39,NA,NA,NA
2117,2117,maris-stella-high,hridoy ibrahim,👌👌👍👍 …,5,2023-12-24 22:41:39.983118,a year ago,2022-12-24 22:41:39,NA,NA,NA
2118,2118,maris-stella-high,Dennis Lim,A Good school that most sought after by parents.,4,2023-12-24 22:41:39.983118,2 years ago,2021-12-24 22:41:39,NA,NA,NA
2119,2119,maris-stella-high,Nathaniel Nah,It is a higher chinese school which is very good but I had quiet a few uncontrollable classmates which got detention  I used to be a student there.,5,2023-12-24 22:41:39.998974,2 years ago,2021-12-24 22:41:39,NA,NA,NA
2120,2120,maris-stella-high,Xavier,"Learnt how to be a gentleman here, as well as being responsible.",5,2023-12-24 22:41:39.999979,2 years ago,2021-12-24 22:41:39,NA,NA,NA
2121,2121,maris-stella-high,Cleb Au,Principal is very caring!!,5,2023-12-24 22:41:39.999979,2 years ago,2021-12-24 22:41:39,NA,NA,NA
2122,2122,maris-stella-high,Galen,"Good SAP culture, one of the few singapore schools to have the same principal for both the primary and secondary. 10 year marist",5,2023-12-24 22:41:46.262854,3 years ago,2020-12-24 22:41:46,NA,NA,NA
2123,2123,maris-stella-high,lololol999,"Terrible sec school as a whole, the school has broken things everywhere that haven’t been fixed for years and the learning environment is terrible. The only reason I am still giving it 2 stars is because some of the teachers are caring, but otherwise stay away from this school even though it is a SAP sec school.If not for the teachers and if I could I would leave a 0 star review",1,2023-12-24 22:41:46.262854,3 years ago,2020-12-24 22:41:46,NA,NA,NA
2124,2124,maris-stella-high,Jeremy O,Used to study here. I'm now a successful adult,5,2023-12-24 22:41:46.262854,3 years ago,2020-12-24 22:41:46,NA,NA,NA
2125,2125,maris-stella-high,Alicia Virlynn Ng,A great school with caring and committed teachers and principal. Never regretted recommending this school to my boy.,5,2023-12-24 22:41:46.262854,3 years ago,2020-12-24 22:41:46,NA,NA,NA
2126,2126,maris-stella-high,Generic Human,Ebic school tbh,5,2023-12-24 22:41:46.271884,3 years ago,2020-12-24 22:41:46,NA,NA,NA
2127,2127,maris-stella-high,Lengli Kuah,Aumsum loves you,4,2023-12-24 22:41:52.490554,3 years ago,2020-12-24 22:41:52,NA,NA,NA
2128,2128,maris-stella-high,Unbelievable _,Stay in school kids Trust me not propaganda,5,2023-12-24 22:41:52.490554,3 years ago,2020-12-24 22:41:52,NA,NA,NA
2129,2129,maris-stella-high,whambam,Not a student here but great !,5,2023-12-24 22:41:52.507482,4 years ago,2019-12-25 22:41:52,NA,NA,NA
2130,2130,maris-stella-high,Xin Chen,"A church school with a long history in Singapore, there are many talents.",3,2023-12-24 22:41:52.509487,4 years ago,2019-12-25 22:41:52,NA,NA,NA
2131,2131,maris-stella-high,Cai Sheng Tong,"Spent 9 years of my school life here, all the way from primary 2 to secondary 4. An all boys school located conveniently next to Bartley mrt station, this is a school you can trust to send your Son for his education.",5,2023-12-24 22:41:58.811366,4 years ago,2019-12-25 22:41:58,NA,NA,NA
2132,2132,maris-stella-high,zenden,Very old,1,2023-12-24 22:41:58.811366,4 years ago,2019-12-25 22:41:58,NA,NA,NA
2133,2133,maris-stella-high,HelloIts RandomJake,"Very good! They have a two-storey library filled with books of many varieties. I always go to the library during recess to read. A lot of interesting books! They also have a gym which has six treadmills, pull-up, biceps, triceps and quadriceps equipment, and also weights which weigh up to 25 kilogrammes! They also have a café which sells very delicious, reasonably priced food. Their science laboratories are well-equipped to give you a very meaningful lesson!  The CCAs are good too! Personally, I joined NPCC (National Police Cadet Corps) and I would say my CCA is good. However, they have others that you could try too, such as Debate, Chinese Orchestra, Symphonic Band, Outdoor Activities Club (ODAC), and much more!  The teachers are very helpful too. They listen actively to the students if they have any problems!  Overall, it's the best school in Singapore in my opinion! Come here to Maris Stella High School (Secondary) for your secondary education! :)",5,2023-12-24 22:41:58.811366,4 years ago,2019-12-25 22:41:58,NA,NA,NA
2134,2134,maris-stella-high,Jason Li,top ranked local school,5,2023-12-24 22:41:58.817869,5 years ago,2018-12-25 22:41:58,NA,NA,NA
2135,2135,maris-stella-high,knots,Maris Stella High School 海星中学  Last update Feb2018,4,2023-12-24 22:42:05.106002,5 years ago,2018-12-25 22:42:05,NA,NA,NA
2136,2136,maris-stella-high,Colin Hong (googlercolin),Great teachers here! The lessons and notes here are very good! There is also a well-maintained gym for students to use for free.,4,2023-12-24 22:42:05.109938,6 years ago,2017-12-25 22:42:05,NA,NA,NA
2137,2137,maris-stella-high,Jerry QUEK Cheng Pang,"A well known boys school since the days when it was a Chinese stream school.The envirolment and surroundings were good.The results of the students are often at a high level. The principle and teachers are doing a good job. Keep it up.The school used to have only one main entrance at Mount Vernon Road, but now there are two entrances and the main one is the new one at Bartley Road, very near the mrt stn. Dated : 29/08/2017 (Tuesday).",4,2023-12-24 22:42:11.488732,6 years ago,2017-12-25 22:42:11,NA,NA,NA
2138,2138,maris-stella-high,Tan Ee Tat,Jake Paul was here,4,2023-12-24 22:42:11.488732,6 years ago,2017-12-25 22:42:11,NA,NA,NA
2139,2139,maris-stella-high,Jia Le Ho,A very popular and well known boy's school in Singapore. Good environment and is well connected.,5,2023-12-24 22:42:11.488732,6 years ago,2017-12-25 22:42:11,NA,NA,NA
2140,2140,maris-stella-high,Ng Jun Hao,A popular boys school,4,2023-12-24 22:42:11.488732,6 years ago,2017-12-25 22:42:11,NA,NA,NA
2141,2141,maris-stella-high,Zachary “Gaming Productions”,Cool school. Been there for my primary school education,5,2023-12-24 22:42:11.488732,6 years ago,2017-12-25 22:42:11,NA,NA,NA
2142,2142,marsiling,MD NasdeadXD,This is the best school in the North side. Would really recommend for your kids,5,2023-12-24 22:42:36.934510,5 months ago,2023-07-27 22:42:36,NA,NA,NA
2143,2143,marsiling,A Z,10/10 love the teachers and peers from here 🙌🙌 …,5,2023-12-24 22:42:36.950135,11 months ago,2023-01-28 22:42:36,NA,NA,NA
2144,2144,marsiling,Desmond Tan,hi I am ryan I am in 2 care,5,2023-12-24 22:42:36.950135,a year ago,2022-12-24 22:42:36,NA,NA,NA
2145,2145,marsiling,Kuya Mike,Thank you for the quarantine.,5,2023-12-24 22:42:36.950135,3 years ago,2020-12-24 22:42:36,NA,NA,NA
2146,2146,marsiling,Aztechhy,"I'm a student from Marsiling Primary, and i would like to say that this is an amazing school! I have been here for 6 years and as they go by, the upgrades/improvements, facilities, teachers, activities and students are fantastic! You're child is guaranteed to learn effectively, apply school values and have a growth mindset, learning from this school. Some students might even have the chance to go overseas, like Taiwan and Malaysia, for example. And they are sure to have a great time here, at MPS.",5,2023-12-24 22:42:36.956902,4 years ago,2019-12-25 22:42:36,NA,NA,NA
2147,2147,marsiling,Nindy Peng,"This is my school and I'm so proud to be a Marsilian! 😃 We just had the PERL Upgrading and our school is super beautiful now. We have an ISH and five MTV Learning Spaces (faSCInation, Lights Camera Action!, Eureka, to-gather and Kaleidoscope). We just celebrated our Diamond Jubilee this year on 16 November! You guys should join this school! 😃",4,2023-12-24 22:42:36.958904,4 years ago,2019-12-25 22:42:36,NA,NA,NA
2148,2148,marsiling,Trina Tan Xin Yi,Hi. I am a student from Marsiling Primary School.This school is really great! You guys should join this amazing school.Now the school has a new Indoor sports hall and a new field!  I really love this school. Thank you Marsiling Primary  School for heling me in my studies.,5,2023-12-24 22:42:36.959903,5 years ago,2018-12-25 22:42:36,NA,NA,NA
2149,2149,marsiling,Nicholas Ho,Where students from Sg and Malaysia interact!,4,2023-12-24 22:42:43.102840,5 years ago,2018-12-25 22:42:43,NA,NA,NA
2150,2150,marsiling,Kavitha Subramanian,Nice school,5,2023-12-24 22:42:43.102840,6 years ago,2017-12-25 22:42:43,NA,NA,NA
2151,2151,marsiling,Eugene Tay,Neighbourhood Primary School... Public institution,3,2023-12-24 22:42:43.102840,6 years ago,2017-12-25 22:42:43,NA,NA,NA
2152,2152,marsiling,Afif. Afif,Tsvangirai CNN,2,2023-12-24 22:42:49.281588,8 years ago,2015-12-26 22:42:49,NA,NA,NA
2153,2153,marsiling,Ning Chan,Great time !😇 …,5,2023-12-24 22:42:49.281588,8 years ago,2015-12-26 22:42:49,NA,NA,NA
2154,2154,marsiling,Md Ariff,I like this school,5,2023-12-24 22:42:49.281588,8 years ago,2015-12-26 22:42:49,NA,NA,NA
2155,2155,marsiling,Ain Princess,I like go to school,2,2023-12-24 22:42:49.281588,9 years ago,2014-12-26 22:42:49,NA,NA,NA
2156,2156,marsiling,Mummyadam Ct,Because this is my school!,5,2023-12-24 22:42:49.281588,9 years ago,2014-12-26 22:42:49,NA,NA,NA
2157,2157,marymount-convent,Michel Le,"Parent of current P3 student.  It wasn't my first choice of school because I had wanted my girl to attend my alma mater.  But she ended in MCS and it is a true blessing.  She has great and dedicated teachers who truly care for the girls; they genuinely want the best for the students.  The current principal is new, but she is already seen putting in efforts to make the school even better.  The school emphasises a lot on an all rounded education, character building on top of academic achievements.   A huge amount of thoughts and care are being put into organising meaningful activities throughout the school year. Many opportunities are given to students to development in many aspects.  It is a hidden gem that more people should know about.  You will not regret sending your child there.  I can't say enough of how blessed my girl is to be attending this school.",5,2023-12-24 22:43:20.799308,a month ago,2023-11-24 22:43:20,NA,NA,NA
2158,2158,marymount-convent,chen chen,Everybody is very nice but sometimes my classmates get into random fights that is not reasonable,5,2023-12-24 22:43:20.814933,4 months ago,2023-08-26 22:43:20,NA,NA,NA
2159,2159,marymount-convent,Colin Mok,One of the best private school in Singapore.,5,2023-12-24 22:43:20.814933,6 months ago,2023-06-27 22:43:20,NA,NA,NA
2160,2160,marymount-convent,Monty XDDD,This is school school isnt the best and dont send ur kids here,1,2023-12-24 22:43:20.818180,7 months ago,2023-05-28 22:43:20,NA,NA,NA
2161,2161,marymount-convent,Chrissa :D,Lovely school 😍 …,5,2023-12-24 22:43:20.820187,10 months ago,2023-02-27 22:43:20,NA,NA,NA
2162,2162,marymount-convent,Makayla Lim,"honestly u will not regret sending ur kids here , i was previously a student here and now am in sec 3 , im always finding times to go back and visit this sch because of how much i miss it . The school finds many ways to involve the psg (parents support group) with the activities going on in the school. Teachers are also kind and they literally will go the extra mile . Honestly homework given rally depends on what class ur in and the teacher but it was ok .U really really wont regret sending ur child here",5,2023-12-24 22:43:20.822187,a year ago,2022-12-24 22:43:20,NA,NA,NA
2163,2163,marymount-convent,Poo Poo,not rlly a gd school tbh. teachers are biased and give alot of homework. also the girls there aren't rlly nice. they gossip amd bully each other. only the canteen food is gd😂 but overall its ok …,3,2023-12-24 22:43:20.822187,a year ago,2022-12-24 22:43:20,NA,NA,NA
2164,2164,marymount-convent,grace,I LOVE MCS DONT GO TO AES PLEASE NOO,5,2023-12-24 22:43:26.988903,3 years ago,2020-12-24 22:43:26,NA,NA,NA
2165,2165,marymount-convent,l hh,"i just graduated from there and i misses all the teachers there as they were always so nice to us. i even dreamt abt 1 or 2 of my teachers b4 cuz i miss them so much . teachers are nice , learning environment is always gd and i like the canteen. XD",5,2023-12-24 22:43:26.988903,3 years ago,2020-12-24 22:43:26,NA,NA,NA
2166,2166,marymount-convent,adrian C,Excellent character building enviornment,5,2023-12-24 22:43:26.988903,3 years ago,2020-12-24 22:43:26,NA,NA,NA
2167,2167,marymount-convent,Alvin John,Fantastic school. Very nurturing environment. Great teaching staff. Principal is fantastic. Student care in the school. Only negative is that there is no affiliation to a secondary school.,5,2023-12-24 22:43:27.004529,4 years ago,2019-12-25 22:43:27,NA,NA,NA
2168,2168,marymount-convent,nirmal mahto,Nice,5,2023-12-24 22:43:33.162277,5 years ago,2018-12-25 22:43:33,NA,NA,NA
2169,2169,marymount-convent,Cynthia Adeline,A huge and beautiful girls' school. The students there enjoy going to school. Both the teaching and non-teaching staff are friendly. A great school to send your daughters to.,4,2023-12-24 22:43:33.162277,5 years ago,2018-12-25 22:43:33,NA,NA,NA
2170,2170,marymount-convent,janelle yee,Used to be a girl Loved the place Totally awesome Now in CHIJ Toa Pahyo,5,2023-12-24 22:43:33.162277,5 years ago,2018-12-25 22:43:33,NA,NA,NA
2171,2171,marymount-convent,Kuang Lim,My child is in this school now!,5,2023-12-24 22:43:39.400579,6 years ago,2017-12-25 22:43:39,NA,NA,NA
2172,2172,marymount-convent,wong kok wah,Impressive appearance,5,2023-12-24 22:43:39.416203,6 years ago,2017-12-25 22:43:39,NA,NA,NA
2173,2173,marymount-convent,Frank Koh,My only child is primary 3 and this is her school!,5,2023-12-24 22:43:45.645213,6 years ago,2017-12-25 22:43:45,NA,NA,NA
2174,2174,marymount-convent,Md. Sajib Hossain,super,5,2023-12-24 22:43:45.645213,7 years ago,2016-12-25 22:43:45,NA,NA,NA
2175,2175,marymount-convent,lee allyson,Great school~made a lot of new friends but icant get to use the new school!!,5,2023-12-24 22:43:45.660839,8 years ago,2015-12-26 22:43:45,NA,NA,NA
2176,2176,marymount-convent,Michael Shan,There alot of places like coffee shop such as if there is somebody asking you something that isnot right you ca  inform anybody for help,3,2023-12-24 22:43:45.660839,8 years ago,2015-12-26 22:43:45,NA,NA,NA
2177,2177,marymount-convent,Audrey Loh,Really good girls' school,5,2023-12-24 22:43:45.660839,8 years ago,2015-12-26 22:43:45,NA,NA,NA
2178,2178,marymount-convent,ally alt 1,Cool,5,2023-12-24 22:43:51.891726,9 years ago,2014-12-26 22:43:51,NA,NA,NA
2179,2179,marymount-convent,Allana Nayli,Loved it,5,2023-12-24 22:43:51.891726,9 years ago,2014-12-26 22:43:51,NA,NA,NA
2180,2180,mayflower,tetchou,I loved this school but the students sometimes are not it.,2,2023-12-24 22:44:25.896021,2 weeks ago,2023-12-10 22:44:25,NA,NA,NA
2181,2181,mayflower,Cary Parrish,"Head of grade and most teachers are great, but the school policies need to be reviewed. Students are required to carry almost all their books to and from school, and the school has many flights of steep stairs. My son in P1 complained of back pain many times and even I had back pain when I helped with his bag. School said they don't have secure places to keep their books and worried they will get stolen, yet other schools do provide this. Be careful of term dates! They have many closures and half days that are not aligned with MOE. MOE said the school has autonomy over what they decide to do, so the school is able to decide on half days and when certain grades should not go to school, leaving parents with many days they have to provide care for their child. Student cares will not accommodate as it is not MOE stated and only Mayflower affected.",2,2023-12-24 22:44:25.896021,a month ago,2023-11-24 22:44:25,NA,NA,NA
2182,2182,mayflower,Rosita rose,I loved this school the teachers are the best most of them  are very kind I love them!! But the students can be too aggressive..,4,2023-12-24 22:44:25.896021,3 months ago,2023-09-25 22:44:25,NA,NA,NA
2183,2183,mayflower,SAID BIN OMAR,This school students are from 7years old until 12years old 😴 boy and girls 👧 …,5,2023-12-24 22:44:25.901885,a year ago,2022-12-24 22:44:25,NA,NA,NA
2184,2184,mee-toh,Yap Rui En,"Have been a student there for 6 years now and the school is uh, no offence but it’s ok? There are some very strict teachers that scolds their student everytime everyday. The school lets the student wear pe attire almost a week which is nice because the sun is literally so hot outside. There were students hating on a game which they don’t like or find it boring and also a lot of body shamers. The teachers made the students perform on their own graduation day like why, they even forcing us to be happy and stuff and do all those childish chair dance in P6. P6 students also had to climb 5 - 6 floors just to get to their class while the teachers just take the lift. It’s kinda unfair, the lower primary were always the favourite that they keep letting them go off first whenever there’s heavy rain. Those upper primary especially P6, had to wait for a long time just to get dismissed.",2,2023-12-24 22:44:57.778778,a day ago,2023-12-23 22:44:57,NA,NA,NA
2185,2185,mee-toh,Sazer Light,"The school has a pretty good environment, but the information taught of some teachers is slightly different from PSLE standards, not wrong, but slightly inaccurate. There is quite a selection and variety of palatable foods($1.70 for small serving, $2 for medium, $2.20 for large portion.) A few teachers are unreasonably authoritarian and sometimes scold students(even teachers) for a small or even no reason at all. The school also does not take much action to address or solve problems amongst students. Expect bias and injustice from teachers who don't want to hear from your perspective or explanation. The school also lacks sufficient indoor P.E venues so you will not even get to get out of your seat during some P.E lessons. The school's standards and assessments are also pretty high.",2,2023-12-24 22:44:57.778778,a week ago,2023-12-17 22:44:57,NA,NA,NA
2186,2186,mee-toh,Dabby Boy,"Was horribly bullied and discriminated by both students and teachers back in 2014-2015. There is virtually no compassion despite the schs value being compassion. I had various mental conditions such as adhd anxiety and depression which tge teachers knew but chose to ignore and i have chronic sleep deprivation due to teachers being too harsh with homework shouting and screaming at students who dont complete their homework. They are forced to stand outside the class or even write lines. Despite my parents telling the teachers about my condition, i was not spared by the teacher's cruel actions as they deprived me of sleep till i was at a breaking point. I was forced to stay up late at night till 4am to complete my homework as i often take much longer than the avg person to complete my homework due to adhd. And they give so much homework its ridiculous. Students will laugh at me and my friend for being different than them and ostracise us cruelly. Teaxhers see but dont say anything. One of the unreasonable teachers is mr joey tan tht teaches pe and math. Ms seow also very siao with the homework and mdm shanti likes to shout and shout and her mood very unpredictable as if shes alw on her period. The rest of the tchers not so bad. Ok thx fr reading",1,2023-12-24 22:44:57.778778,2 months ago,2023-10-25 22:44:57,NA,NA,NA
2187,2187,mee-toh,Markadmin,"From my experience here, the style of teaching is all over the place. Some teachers can come in class with no extra energy and just teach like normal. Some straight up do not care if we are talking or misbehaving. There are also those teachers that give remedial lessons whenever they want, like after school Fridays or even Saturdays. Lastly, there are some teachers that straight up vent their anger on the students, acting on hot airs and throwing work that they conceive to be low quality to the ground like trash. For anyone who is looking after their wellbeing, they should really take care in this school😭",2,2023-12-24 22:44:57.778778,2 months ago,2023-10-25 22:44:57,NA,NA,NA
2188,2188,mee-toh,Tan Jaz Xin (Bartleyss),"the people and teacher there are amazing, forget about the bullying incident and focus more about the people there.",5,2023-12-24 22:44:57.787132,7 months ago,2023-05-28 22:44:57,NA,NA,NA
2189,2189,mee-toh,Sir RobuxAlot,I was a student in this school 2 years ago and legit not bad sia the school especially cause got Library cca,5,2023-12-24 22:44:57.788130,10 months ago,2023-02-27 22:44:57,NA,NA,NA
2190,2190,mee-toh,Superior Grape,W,5,2023-12-24 22:44:57.788130,11 months ago,2023-01-28 22:44:57,NA,NA,NA
2191,2191,mee-toh,Edwin Lim,A chinese teacher being rude by saying none of your business is my business to a P1 student and my sin told me that i was in 2021 the teacher try to get alway with it one time and she did being my sons form teacher as she is rude shouldn’t be a teacher,4,2023-12-24 22:44:57.789130,11 months ago,2023-01-28 22:44:57,NA,NA,NA
2192,2192,mee-toh,Angeline Koch,"Daughter graduated from this school back in 2012. Some teachers were really kind and nice, however there were also some bad ones. 1) Context is daughter has ADHD and have trouble focusing & concentrating in class, once her class was so chaotic and when the teacher instructed to hand in homework she did not notice as she’s distracted easily. When the teacher was counting the homework She found out she left it under her desk and went to hand in, got yelled at infront of the entire class for “not paying attention” someth she struggles with. Is this even necessary? Causing all her friends to make fun of her 2) Some teachers even went to the point of making fun of her ADHD symptoms, one example is during spelling, one of the word was “oblivious” and teacher used her as an example for the sentence. It may be funny at the moment but won’t this create a lasting impact on mental health? 3) There was also a teacher who’s known to pull students ears when they made mistakes and throwing books or things at students when she’s angry. What an awesome environment for Anxiety to manifest!  Not sure what are the teachers like now, but I hope they aren’t teaching students that violence is the solution to mistakes and be more helpful to students with learning difficulties or students struggling emotionally with family problems. So kids won’t grow up to have mental health issues",1,2023-12-24 22:44:57.790131,a year ago,2022-12-24 22:44:57,NA,NA,NA
2193,2193,mee-toh,LIM EN JUN ARIUS STUDENT 2022,Was my primary school. Good experience,5,2023-12-24 22:44:57.791130,a year ago,2022-12-24 22:44:57,NA,NA,NA
2194,2194,mee-toh,刘德嘉,"There are neighborhood shops such as supermarkets, coffee shops and clinics near the school",5,2023-12-24 22:44:57.792129,a year ago,2022-12-24 22:44:57,NA,NA,NA
2195,2195,mee-toh,Boon Keat Toh,good school,5,2023-12-24 22:45:04.074301,a year ago,2022-12-24 22:45:04,NA,NA,NA
2196,2196,mee-toh,JT (JT.F),Best School in Punggol🎒(2000-2022) …,5,2023-12-24 22:45:04.074301,a year ago,2022-12-24 22:45:04,NA,NA,NA
2197,2197,mee-toh,wu james,Its amazing because the school is big and my school is that and the hall way is very big but u have to come early and sing the song of singapore and the school song that they made and Monday u have to sing the school song and the singapore song and the important song and friday u have to sing the song but the singapore when u sing the plage u have to read it in Chinese thank me later 😊,5,2023-12-24 22:45:04.074301,2 years ago,2021-12-24 22:45:04,NA,NA,NA
2198,2301,montfort-junior,_ “‪bin‬” _,Best school I’ve ever went,5,2023-12-24 22:48:38.766052,5 years ago,2018-12-25 22:48:38,NA,NA,NA
2199,2367,nan-hua,Gerardy,You guys are awasome happy 101,5,2023-12-24 22:50:38.970373,5 years ago,2018-12-25 22:50:38,NA,NA,NA
2200,2198,mee-toh,Raindrops Fabula,"Commit Learning Student Care. High staff turnover. Incompetent in processing MSF subsidy. Unable to ensure homework completion. Unable to provide supervision on mandarin as staff are illiterate. Daily, ask student to do guesswork/copy from classmates. Staff scolded student for having troublemaker parent. The child is thoroughly scarred and started acting up. Repeat written complaints made but ignored. Commit Learning threaten to suspend the child if he does not internalize his trauma. Called parent racist. Sends staff out leaking child's name and insinuate negativity to disperse disgruntled parents at gate. If you know who we are, they will leak yours too",2,2023-12-24 22:45:04.074301,2 years ago,2021-12-24 22:45:04,NA,NA,NA
2201,2199,mee-toh,Sayerosad,Well I am still a student and some teachers are too strict it’s still good. Even tho there is one Bullying incident but it is in the past and people should forget alr move on,3,2023-12-24 22:45:04.074301,2 years ago,2021-12-24 22:45:04,NA,NA,NA
2202,2200,mee-toh,Wang Zerui,"People there are not friendly, morals are bad",1,2023-12-24 22:45:10.276855,3 years ago,2020-12-24 22:45:10,NA,NA,NA
2203,2201,mee-toh,NUSH Hackathon,"horrible school and experience, was miserable",1,2023-12-24 22:45:10.276855,3 years ago,2020-12-24 22:45:10,NA,NA,NA
2204,2202,mee-toh,Fanny Liong,"Wonderful school. It's amazing there. People are friendly, very respectful best school ever:)",5,2023-12-24 22:45:16.574934,3 years ago,2020-12-24 22:45:16,NA,NA,NA
2205,2203,mee-toh,jjj hj,"uh it’s overall a good sch. it’s not 5 stars in my opinion probably a 4.5 but i just wanna increase the rating lol. people who weren’t even here commented just bc of that one bullying case. ik it’s such a depressing thing for a p5 to handle and bullying is wrong, but that doesn’t mean everyone in sch is bad. look at jiahe’s comment.  edwin moses ftw ethan moses :)",5,2023-12-24 22:45:16.574934,3 years ago,2020-12-24 22:45:16,NA,NA,NA
2206,2204,mee-toh,Milkypie,Edwin Moses would have loved to be here,5,2023-12-24 22:45:16.574934,3 years ago,2020-12-24 22:45:16,NA,NA,NA
2207,2205,mee-toh,Brayden Kong,This school is good stupid,5,2023-12-24 22:45:16.574934,3 years ago,2020-12-24 22:45:16,NA,NA,NA
